Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Ast/90,npG/90,npG+A/90,xA/90,npxG/90,npxG+xA/90,Shots/90,SoTs/90,SoT%,Gls/Shot,Gls/SoT,AvgShotDist,FKSht/90,npxG/Shot,np:G-xG,PassCmp/90,PassAtt/90,PassCmp%,TotDistPass/90,PrgDistPass/90,ShortCmp/90,ShortAtt/90,ShortCmp%,MedCmp/90,MedAtt/90,MedCmp%,LongCmp/90,LongAtt/90,LongCmp%,KeyPass/90,PassIntoThird/90,PassIntoBox/90,CrossIntoBox/90,ProgPass/90,LivePassAtt/90,DeadPassAtt/90,FKPassAtt/90,TBCmp/90,PassUnderPress/90,Switches/90,Crosses/90,GroundPass/90,LowPass/90,HighPass/90,LeftPass/90,RightPass/90,HeadPass/90,ThrowPass/90,OtherPartPass/90,OffsidePass/90,OutOBPass/90,PassesInt/90,PassesBlk/90,SCA/90,PassLiveSCA/90,PassDeadSCA/90,DribSCA/90,ShSCA/90,FoulSCA/90,DefSCA/90,GCA/90,PassLiveGCA/90,PassDeadGCA/90,DribGCA/90,ShGCA/90,FoulGCA/90,DefGCA/90,TklAtt/90,TklW/90,Def 3rdTkl/90,Mid 3rdTkl/90,Att 3rdTkl/90,TklvDribW/90,TklvDribAtt/90,Tkl%vDrib,DribPast/90,PressAtt/90,SuccPress/90,PressSucc%,Def 3rdPress/90,Mid 3rdPress/90,Att 3rdPress/90,Blocks/90,ShotBlocks/90,PassBlk/90,Interceptions/90,Clearances/90,ErrToShot/90,Touches/90,Def PenTchs/90,Def 3rdTchs/90,Mid 3rdTchs/90,Att 3rdTchs/90,Att PenTchs/90,%TchsDefPen,%TchsDefThrd,%TchsMidThrd,%TchsAttThrd,%TchsAttPen,LiveTchs/90,SuccDrib/90,AttDrib/90,DribSucc%,PlayersDribPast/90,Megs/90,Carries/90,TotDistCarry/90,PrgDistCarry/90,ProgCarry/90,CarryIntoThird/90,CarryIntoBox/90,Miscontrol/90,Dispossessed/90,PassTarget/90,PassesReceived/90,PassRec%,ProgPassReceived/90
Ivan Cavaleiro,pt POR,"FW,MF",Fulham,eng Premier League,26.0,1993.0,36,27,2472,27.5,0.0,0.07,0.07,0.12,0.17,0.29,1.67,0.58,34.8,0.04,0.13,17.4,0.04,0.1,-0.1,21.8,30.3,71.9,364.5,88.3,11.2,13.8,81.0,7.75,9.6,80.7,2.18,4.76,45.8,1.6,0.69,1.09,0.4,1.82,27.5,2.87,0.98,0.04,6.18,1.13,2.55,20.0,3.67,6.62,3.93,23.6,1.2,0.25,0.33,0.11,0.55,1.05,1.31,2.62,1.75,0.51,0.11,0.11,0.07,0.07,0.04,0.04,0.0,0.0,0.0,0.0,0.0,1.02,0.76,0.47,0.36,0.18,0.15,0.8,18.2,0.65,16.1,4.76,29.5,2.98,6.62,6.55,1.38,0.04,1.35,0.65,0.8,0.04,43.6,0.95,5.42,18.3,22.5,3.35,0.02178899083,0.1243119266,0.4197247706,0.5160550459,0.07683486239,40.9,1.89,3.24,58.4,1.96,0.0,30.1,182.1,89.6,4.91,1.38,0.84,3.35,2.22,47.3,29.8,63.0,6.98
Nassim Chadli,fr FRA,"FW,MF",Nîmes,fr Ligue 1,19.0,2001.0,3,0,31,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,40.0,50.0,80.0,683.3,380.0,16.7,23.3,71.4,16.7,16.7,100.0,3.33,6.67,50.0,0.0,6.67,0.0,0.0,6.67,43.3,6.67,3.33,0.0,13.3,3.33,6.67,43.3,0.0,6.67,50.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,3.33,0.0,0.0,0.0,3.33,0.0,3.33,50.0,6.67,13.3,13.3,20.0,16.7,10.0,0.0,10.0,3.33,0.0,0.0,76.7,3.33,16.7,43.3,23.3,3.33,0.04341590613,0.2177314211,0.5645371578,0.3037809648,0.04341590613,70.0,3.33,3.33,100.0,3.33,0.0,50.0,310.0,200.0,13.3,0.0,3.33,3.33,6.67,60.0,46.7,77.8,6.67
Mehdi Chahiri,ma MAR,"FW,MF",Strasbourg,fr Ligue 1,24.0,1996.0,23,8,801,8.9,0.0,0.22,0.22,0.14,0.22,0.36,2.36,0.79,33.3,0.1,0.29,19.7,0.0,0.09,0.01,22.6,31.3,72.0,381.2,112.7,11.3,13.7,82.8,7.08,9.55,74.1,2.92,5.51,53.1,0.9,1.91,1.01,0.0,4.04,30.6,0.79,0.11,0.22,7.64,0.79,0.9,22.4,4.27,4.72,2.36,26.1,0.9,0.45,0.34,0.11,0.9,1.01,1.57,2.25,1.35,0.11,0.56,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,2.02,1.46,0.67,0.9,0.45,0.56,2.36,23.8,1.8,16.3,5.73,35.2,4.83,5.06,6.4,1.35,0.0,1.35,1.35,0.22,0.0,47.2,0.67,5.84,21.5,23.7,3.93,0.01419491525,0.1237288136,0.4555084746,0.5021186441,0.08326271186,46.4,3.26,5.17,63.0,3.37,0.11,36.7,163.6,88.3,4.16,1.57,0.67,2.81,3.48,47.5,33.1,69.7,7.75
Rayan Cherki,fr FRA,"FW,MF",Lyon,fr Ligue 1,16.0,2003.0,27,5,698,7.8,0.39,0.13,0.52,0.28,0.13,0.4,2.05,0.64,31.3,0.06,0.2,17.9,0.0,0.06,0.0,35.9,45.0,79.8,612.8,147.1,19.6,22.4,87.4,11.4,15.1,75.4,4.1,5.26,78.0,1.92,2.18,1.41,0.26,3.33,42.8,2.18,0.64,0.51,7.82,0.64,1.28,36.2,4.49,4.36,24.6,19.0,0.26,0.77,0.26,0.26,0.9,1.28,1.54,4.36,3.08,0.26,0.38,0.13,0.51,0.0,0.9,0.64,0.0,0.0,0.13,0.13,0.0,1.03,0.64,0.13,0.38,0.51,0.26,1.54,16.7,1.28,13.3,4.74,35.6,1.41,6.28,5.64,0.51,0.0,0.51,0.51,0.0,0.0,58.3,0.0,4.62,28.3,32.6,5.13,0,0.07924528302,0.4854202401,0.5591766724,0.08799313894,56.4,5.0,7.05,70.9,5.0,0.13,51.2,343.1,237.7,13.7,3.72,1.28,2.56,2.31,57.2,47.7,83.4,8.08
Tahith Chong,nl NED,"FW,MF",Werder Bremen,de Bundesliga,20.0,1999.0,13,4,386,4.3,0.23,0.0,0.23,0.12,0.06,0.18,2.09,0.23,11.1,0.0,0.0,20.7,0.0,0.03,-0.07,20.0,31.6,63.2,321.6,109.1,11.6,16.0,72.5,5.35,8.37,63.9,2.09,3.26,64.3,1.16,1.63,0.7,0.47,1.63,30.7,0.93,0.0,0.0,6.51,0.47,1.63,20.2,8.37,3.02,27.0,3.26,0.23,0.93,0.0,0.0,0.47,2.09,3.95,3.02,2.33,0.0,0.23,0.0,0.23,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,2.79,1.86,0.7,1.63,0.47,0.93,1.86,50.0,0.93,22.3,7.44,33.3,3.26,14.0,5.12,0.7,0.0,0.7,0.7,0.47,0.0,49.8,1.16,7.91,23.7,23.0,3.26,0.02329317269,0.1588353414,0.4759036145,0.4618473896,0.06546184739,48.8,2.56,4.65,55.0,2.79,0.0,40.0,205.3,107.9,3.72,1.63,0.7,2.79,3.72,49.1,31.6,64.5,5.81
Mounir Chouiar,fr FRA,"FW,MF",Dijon,fr Ligue 1,21.0,1999.0,23,14,1288,14.3,0.14,0.0,0.14,0.14,0.09,0.23,1.61,0.35,21.7,0.0,0.0,21.2,0.28,0.05,-0.08,27.6,36.6,75.5,476.1,135.9,14.8,17.6,84.5,8.46,10.3,81.8,3.78,6.5,58.1,1.89,1.47,0.63,0.0,2.8,33.1,3.5,0.84,0.07,6.64,2.1,1.19,26.4,4.9,5.24,3.99,29.7,1.05,0.56,0.49,0.07,0.49,1.12,1.54,3.57,1.47,1.05,0.35,0.28,0.35,0.07,0.14,0.14,0.0,0.0,0.0,0.0,0.0,1.54,1.05,0.84,0.42,0.28,0.56,1.54,36.4,0.98,13.7,4.34,31.6,3.78,6.08,3.85,1.54,0.0,1.54,0.7,0.42,0.0,52.9,0.77,7.9,28.9,21.0,3.15,0.0145557656,0.1493383743,0.5463137996,0.3969754253,0.0595463138,49.5,3.36,5.73,58.5,3.57,0.28,40.5,208.5,130.3,7.13,1.54,0.77,2.8,3.71,47.5,37.8,79.5,4.41
Carney Chukwuemeka,eng ENG,"FW,MF",Aston Villa,eng Premier League,16.0,2004.0,2,0,20,0.2,0.0,0.0,0.0,0.0,0.29,0.29,5.0,0.0,0.0,0.0,,22.0,0.0,0.06,-0.5,25.0,40.0,62.5,440.0,50.0,15.0,15.0,100.0,5.0,10.0,50.0,5.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,35.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,0.0,5.0,5.0,15.0,33.3,10.0,70.0,15.0,21.4,30.0,20.0,20.0,5.0,0.0,5.0,0.0,0.0,0.0,60.0,0.0,10.0,20.0,30.0,10.0,0,0.1666666667,0.3333333333,0.5,0.1666666667,60.0,0.0,0.0,,0.0,0.0,40.0,165.0,80.0,5.0,0.0,0.0,5.0,0.0,105.0,45.0,42.9,10.0
Ebrima Colley,gm GAM,"FW,MF",Hellas Verona,it Serie A,20.0,2000.0,23,4,734,8.2,0.0,0.12,0.12,0.08,0.23,0.31,2.07,0.85,41.2,0.06,0.14,14.1,0.0,0.11,-0.11,23.9,32.6,73.4,357.1,68.7,14.4,17.3,83.1,7.68,10.5,73.3,1.1,1.95,56.3,0.73,1.34,0.98,0.12,1.95,32.1,0.49,0.0,0.12,9.15,0.49,1.22,23.5,5.49,3.54,3.78,25.9,1.83,0.12,0.61,0.12,0.73,0.98,1.95,1.46,1.34,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.61,0.0,0.98,0.0,0.49,1.34,36.4,0.85,16.0,4.76,29.8,3.29,6.34,6.34,1.1,0.0,1.1,0.24,0.12,0.0,48.2,0.37,4.15,23.2,26.2,4.02,0.007676348548,0.08609958506,0.4813278008,0.5435684647,0.08340248963,47.7,1.95,3.17,61.5,2.07,0.24,37.7,221.3,115.2,5.98,3.17,0.61,3.29,3.29,54.9,36.7,66.9,9.02
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,24.0,1996.0,29,23,1752,19.5,0.51,0.26,0.77,0.34,0.21,0.55,2.67,0.97,36.5,0.1,0.26,16.9,0.0,0.08,0.05,34.9,43.9,79.4,618.9,113.9,17.3,20.1,86.2,13.4,16.5,81.1,3.85,5.49,70.1,2.21,1.03,2.0,0.82,3.23,43.3,0.56,0.05,0.31,7.69,1.49,3.95,31.0,6.41,6.51,10.2,31.0,1.54,0.46,0.15,0.05,0.87,1.28,1.64,4.51,3.49,0.0,0.62,0.31,0.1,0.0,0.92,0.67,0.0,0.15,0.05,0.05,0.0,1.03,0.62,0.46,0.46,0.1,0.41,1.38,29.6,0.97,16.4,5.23,31.9,2.87,6.82,6.72,1.23,0.0,1.23,0.62,0.26,0.0,58.7,0.41,5.28,19.3,37.7,7.44,0.006984667802,0.08994889267,0.32879046,0.6422487223,0.126746167,58.2,3.38,5.28,64.1,3.59,0.1,48.5,278.8,161.5,10.3,1.85,2.41,2.36,2.56,61.0,47.1,77.1,11.5
Iñigo Córdoba,es ESP,"FW,MF",Athletic Club,es La Liga,23.0,1997.0,3,1,95,1.1,0.0,0.0,0.0,0.0,0.11,0.11,1.82,0.0,0.0,0.0,,16.6,0.0,0.06,-0.09,15.5,32.7,47.2,200.0,88.2,8.18,15.5,52.9,5.45,9.09,60.0,0.0,5.45,0.0,0.0,0.0,0.91,0.0,1.82,32.7,0.0,0.0,0.0,5.45,0.0,0.91,17.3,6.36,9.09,16.4,10.9,2.73,0.0,0.91,0.0,2.73,1.82,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,3.64,20.9,6.36,30.4,5.45,6.36,9.09,2.73,0.0,2.73,0.91,0.91,0.0,44.5,0.0,10.9,17.3,18.2,1.82,0,0.2449438202,0.3887640449,0.408988764,0.0408988764,44.5,0.91,2.73,33.3,0.91,0.0,23.6,85.5,56.4,1.82,0.91,0.0,0.91,0.0,43.6,28.2,64.6,3.64
Sergio Córdova,ve VEN,"FW,MF",Arminia,de Bundesliga,22.0,1997.0,23,13,1090,12.1,0.08,0.17,0.25,0.1,0.26,0.36,1.65,0.33,20.0,0.1,0.5,15.4,0.0,0.16,-0.09,14.9,22.1,67.4,216.4,53.4,8.68,10.7,80.8,4.3,6.61,65.0,1.07,2.15,50.0,1.24,1.49,0.17,0.0,1.57,21.5,0.58,0.08,0.08,6.53,0.25,0.66,13.5,4.96,3.64,2.15,14.8,2.15,0.17,0.74,0.17,0.74,0.83,1.32,2.4,1.74,0.0,0.25,0.17,0.17,0.08,0.17,0.17,0.0,0.0,0.0,0.0,0.0,1.32,0.91,0.08,0.74,0.5,0.25,1.16,21.4,0.91,22.2,4.71,21.2,1.74,12.4,8.1,1.16,0.17,0.99,0.5,1.16,0.0,35.6,1.16,4.38,18.3,15.7,2.81,0.03258426966,0.1230337079,0.5140449438,0.441011236,0.07893258427,35.1,0.74,2.15,34.6,1.07,0.0,22.0,105.8,50.4,2.23,1.07,0.25,2.31,2.64,40.2,23.4,58.1,7.02
Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,25.0,1995.0,38,29,2393,26.6,0.3,0.34,0.64,0.21,0.28,0.49,1.99,0.86,43.4,0.17,0.39,17.0,0.0,0.14,0.06,26.5,34.2,77.6,380.2,85.0,15.9,18.8,84.6,7.59,9.51,79.8,1.62,3.31,48.9,1.28,1.73,1.32,0.11,2.59,33.0,1.24,0.19,0.11,5.9,0.53,1.5,25.3,4.89,4.06,6.99,25.6,1.05,0.0,0.3,0.34,0.38,1.05,1.17,3.01,2.11,0.08,0.45,0.19,0.11,0.08,0.6,0.41,0.0,0.15,0.0,0.04,0.0,1.39,1.13,0.45,0.68,0.26,0.53,1.92,27.5,1.39,18.9,5.53,29.3,3.27,8.72,6.88,1.17,0.08,1.09,0.79,0.6,0.0,47.4,0.71,6.13,20.8,23.1,6.58,0.01497890295,0.1293248945,0.4388185654,0.4873417722,0.1388185654,46.2,2.03,3.57,56.8,2.14,0.19,36.1,125.4,68.2,4.06,1.28,0.86,2.22,2.59,48.7,34.5,70.9,9.59
Douglas Costa,br BRA,"FW,MF",Bayern Munich,de Bundesliga,29.0,1990.0,11,3,320,3.6,0.28,0.28,0.56,0.19,0.04,0.23,1.11,0.56,50.0,0.25,0.5,20.2,0.0,0.04,0.25,40.0,54.0,74.1,608.0,170.0,24.0,28.0,85.7,14.0,18.0,77.8,2.0,6.0,33.3,2.0,2.0,0.0,0.0,2.0,45.8,6.11,0.56,0.28,6.94,2.78,3.33,33.3,6.67,11.9,47.5,3.89,0.0,0.0,0.28,0.56,1.11,1.39,4.72,6.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,6.0,33.3,4.0,16.0,2.0,12.5,2.0,8.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,63.1,0.28,5.0,29.2,34.7,5.56,0.004437400951,0.07923930269,0.4627575277,0.5499207607,0.0881141046,56.9,3.33,4.17,80.0,3.61,0.28,49.4,255.0,170.0,10.0,1.94,0.56,1.94,3.06,58.9,45.8,77.8,7.22
Cucho,co COL,"FW,MF",Getafe,es La Liga,21.0,1999.0,23,18,1466,16.3,0.18,0.12,0.31,0.07,0.16,0.23,1.66,0.67,40.7,0.07,0.18,15.6,0.06,0.09,-0.03,21.1,31.6,66.8,326.8,88.3,12.2,15.8,77.1,5.95,9.75,61.0,1.9,3.44,55.4,1.1,1.35,0.98,0.18,2.21,30.6,0.98,0.06,0.06,8.04,1.1,1.9,18.0,7.06,6.56,4.29,22.2,2.15,0.43,0.43,0.12,0.92,0.98,1.6,2.15,1.78,0.0,0.12,0.06,0.18,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,1.17,0.61,0.06,0.92,0.18,0.06,1.17,5.3,1.1,19.7,4.66,23.7,1.9,10.4,7.42,1.17,0.06,1.1,0.31,0.49,0.0,45.8,0.55,3.07,19.3,26.4,3.5,0.01200873362,0.06703056769,0.4213973799,0.576419214,0.07641921397,44.8,1.29,1.96,65.6,1.35,0.06,33.3,185.8,96.4,5.83,1.66,0.86,3.62,3.31,51.0,34.5,67.6,6.63
Matheus Cunha,br BRA,"FW,MF",Hertha BSC,de Bundesliga,21.0,1999.0,27,25,2149,23.9,0.17,0.21,0.38,0.2,0.24,0.45,2.76,1.26,45.5,0.08,0.17,22.0,0.33,0.09,-0.03,21.5,32.6,65.9,443.3,150.2,9.12,11.8,77.0,7.03,9.75,72.1,4.6,8.62,53.4,1.97,2.72,1.05,0.04,3.1,26.5,6.03,1.97,0.17,5.94,2.68,2.43,19.2,4.73,8.62,3.35,26.8,1.0,0.79,0.21,0.21,0.71,1.42,1.67,4.35,1.76,1.13,0.59,0.33,0.33,0.21,0.38,0.21,0.04,0.0,0.08,0.04,0.0,1.63,1.26,0.42,0.92,0.29,0.5,2.13,23.5,1.63,20.6,5.69,27.6,5.02,8.83,6.74,1.59,0.17,1.42,1.46,0.25,0.0,50.0,0.5,5.77,23.2,25.6,4.23,0.01,0.1154,0.464,0.512,0.0846,44.2,3.26,5.36,60.9,3.47,0.08,36.2,214.9,129.7,6.57,2.47,1.51,1.88,4.44,44.2,30.8,69.8,6.53
Patrick Cutrone,it ITA,"FW,MF",Wolves,eng Premier League,22.0,1998.0,2,0,25,0.3,0.0,0.0,0.0,0.0,0.61,0.61,3.33,0.0,0.0,0.0,,10.4,0.0,0.17,-0.67,20.0,25.5,78.6,244.1,27.3,13.6,14.5,93.8,4.55,6.82,66.7,0.45,1.82,25.0,0.0,0.0,0.0,0.0,0.45,13.3,3.33,0.0,0.0,6.67,0.0,0.0,13.3,3.33,0.0,0.0,13.3,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.91,0.91,0.45,0.0,0.0,1.82,0.0,1.82,28.6,5.0,17.5,5.0,13.6,10.0,1.36,0.0,1.36,0.0,0.0,0.0,23.3,0.0,0.0,10.0,16.7,3.33,0,0,0.4291845494,0.7167381974,0.1429184549,20.0,0.0,0.0,,0.0,0.0,13.3,83.3,23.3,3.33,3.33,0.0,0.0,0.0,43.3,13.3,30.8,6.67
Patrick Cutrone,it ITA,"FW,MF",Fiorentina,it Serie A,22.0,1998.0,11,0,196,2.2,0.0,0.0,0.0,0.0,0.09,0.09,1.36,0.45,33.3,0.0,0.0,11.9,0.0,0.06,-0.09,13.3,16.7,80.0,223.3,6.67,6.67,10.0,66.7,6.67,6.67,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,24.1,1.36,0.0,0.0,5.91,0.45,0.91,16.8,5.91,2.73,4.09,18.6,0.45,0.0,0.45,0.0,1.82,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,23.3,6.67,28.6,6.67,3.33,13.3,0.0,0.0,0.0,0.0,0.0,0.0,36.8,0.45,1.36,18.6,18.6,3.18,0.01222826087,0.03695652174,0.5054347826,0.5054347826,0.08641304348,35.5,0.0,0.45,0.0,0.0,0.0,24.1,130.5,50.9,2.73,0.0,0.45,1.36,4.09,46.8,26.4,56.3,11.8
Keinan Davis,eng ENG,"FW,MF",Aston Villa,eng Premier League,22.0,1998.0,15,1,277,3.1,0.32,0.32,0.65,0.16,0.34,0.49,2.9,0.65,22.2,0.11,0.5,9.6,0.0,0.12,0.0,18.7,25.5,73.4,271.9,45.5,11.6,12.9,90.0,6.13,9.35,65.5,0.65,1.29,50.0,1.61,0.32,0.97,0.0,0.97,25.2,0.32,0.0,0.0,12.6,0.32,1.94,17.7,4.52,3.23,18.1,1.94,0.32,0.0,0.97,0.0,0.32,0.65,1.61,4.84,2.58,0.0,0.97,0.65,0.32,0.32,0.65,0.32,0.0,0.0,0.0,0.0,0.32,0.97,0.97,0.32,0.32,0.32,0.0,0.32,0.0,0.32,20.3,5.16,25.4,1.29,10.6,8.39,0.65,0.32,0.32,0.0,0.65,0.0,39.4,0.65,3.23,15.2,23.5,9.68,0.01649746193,0.08197969543,0.385786802,0.5964467005,0.2456852792,39.0,2.26,3.55,63.6,2.58,0.0,28.1,128.1,74.2,3.55,0.97,0.65,3.55,2.26,57.7,32.3,55.9,13.9
Grégoire Defrel,mq MTQ,"FW,MF",Sassuolo,it Serie A,29.0,1991.0,28,14,1337,14.9,0.2,0.2,0.4,0.09,0.19,0.28,1.48,0.6,40.9,0.14,0.33,16.3,0.0,0.13,0.01,25.0,28.6,87.6,351.8,60.1,15.4,16.8,91.6,7.32,8.32,87.9,1.28,1.68,76.0,1.34,1.68,0.87,0.07,1.88,27.4,1.14,0.2,0.0,6.51,0.13,0.47,23.6,3.09,1.88,24.6,2.48,0.74,0.07,0.27,0.0,0.27,0.34,0.6,2.55,2.21,0.07,0.07,0.07,0.07,0.07,0.34,0.27,0.0,0.0,0.0,0.07,0.0,1.14,0.81,0.4,0.2,0.54,0.2,0.67,30.0,0.47,15.7,4.36,27.8,2.28,6.78,6.64,1.07,0.07,1.01,0.54,0.13,0.07,38.1,0.54,3.89,18.5,18.7,3.96,0.01417322835,0.1020997375,0.4855643045,0.4908136483,0.1039370079,37.0,0.87,1.61,54.2,1.01,0.0,27.2,155.6,70.1,3.69,1.41,0.13,1.68,1.48,40.1,28.1,70.2,7.25
Moussa Dembélé,fr FRA,"FW,MF",Atlético Madrid,es La Liga,24.0,1996.0,5,0,100,1.1,0.0,0.0,0.0,0.02,0.92,0.95,5.45,1.82,33.3,0.0,0.0,10.8,0.0,0.17,-0.91,13.9,19.5,71.2,176.8,40.4,8.93,11.5,77.9,2.8,4.53,61.8,0.8,1.33,60.0,0.8,0.8,0.93,0.0,1.6,29.1,0.91,0.0,0.0,5.45,0.0,0.91,16.4,8.18,5.45,0.0,21.8,3.64,0.0,1.82,0.91,0.0,2.73,0.91,3.07,1.87,0.0,0.27,0.53,0.27,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.13,0.27,0.13,0.67,20.0,0.53,10.7,3.2,30.0,0.13,3.73,6.8,1.07,0.53,0.53,0.27,1.2,0.0,46.4,0.0,0.91,20.9,27.3,9.09,0,0.01961206897,0.4504310345,0.588362069,0.1959051724,45.5,0.91,3.64,25.0,1.82,0.0,26.4,161.8,78.2,3.64,1.82,0.91,6.36,0.0,61.8,36.4,58.8,10.0
Jacopo Dezi,it ITA,"FW,MF",Parma,it Serie A,28.0,1992.0,2,1,79,0.9,0.0,0.0,0.0,0.18,0.05,0.24,1.11,0.0,0.0,0.0,,20.0,0.0,0.05,0.0,35.6,47.8,74.4,533.3,76.7,16.7,18.9,88.2,13.3,16.7,80.0,2.22,7.78,28.6,1.11,1.11,1.11,0.0,2.22,38.9,8.89,0.0,0.0,3.33,1.11,3.33,31.1,6.67,10.0,7.78,38.9,1.11,0.0,0.0,0.0,1.11,0.0,1.11,1.11,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,1.11,0.0,1.11,1.11,1.11,4.44,25.0,3.33,24.4,3.33,13.6,3.33,13.3,7.78,4.44,0.0,4.44,1.11,0.0,0.0,61.1,0.0,5.56,34.4,23.3,2.22,0,0.09099836334,0.5630114566,0.3813420622,0.03633387889,52.2,1.11,2.22,50.0,1.11,0.0,32.2,105.6,23.3,2.22,1.11,0.0,0.0,2.22,46.7,38.9,83.3,6.67
Ángel Di María,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,32.0,1988.0,27,23,1853,20.6,0.44,0.24,0.68,0.52,0.25,0.76,2.91,0.87,30.0,0.08,0.28,20.8,0.29,0.09,0.0,43.2,59.1,73.0,796.9,269.2,20.7,23.8,87.1,15.0,20.2,74.3,6.5,12.0,54.0,3.25,4.32,3.59,0.68,6.36,52.3,6.8,1.5,0.97,7.91,3.2,5.0,38.9,6.99,13.3,53.3,3.64,0.53,1.36,0.24,0.34,1.21,1.7,2.72,6.21,3.64,1.21,0.39,0.34,0.44,0.19,0.92,0.53,0.05,0.1,0.05,0.1,0.1,1.6,1.07,0.39,0.63,0.58,0.78,2.43,32.0,1.65,15.5,4.47,28.8,2.52,5.49,7.52,1.21,0.05,1.17,0.34,0.24,0.0,71.9,0.73,5.1,29.4,43.7,4.56,0.01015299026,0.07093184979,0.4089012517,0.6077885953,0.06342141864,65.3,2.23,4.32,51.7,2.52,0.39,54.5,279.7,166.4,9.27,3.3,1.31,2.23,1.7,65.9,56.7,86.1,9.13
Giuseppe Di Serio,it ITA,"FW,MF",Benevento,it Serie A,19.0,2001.0,16,1,292,3.2,0.0,0.0,0.0,0.01,0.19,0.2,1.56,0.63,40.0,0.0,0.0,15.5,0.0,0.13,-0.19,16.6,23.8,69.7,229.1,69.4,10.6,12.5,85.0,4.38,7.19,60.9,0.94,1.88,50.0,0.31,0.31,1.25,0.0,3.44,23.1,0.63,0.31,0.0,9.69,0.31,0.63,14.1,5.63,4.06,3.75,15.3,1.56,0.0,0.31,0.0,1.25,0.63,1.25,2.19,1.25,0.0,0.0,0.63,0.31,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.63,0.63,0.63,0.0,0.0,0.31,1.88,16.7,1.56,20.0,3.13,15.6,5.31,8.75,5.94,1.25,0.0,1.25,0.31,0.31,0.0,37.2,0.94,4.38,16.9,18.4,3.44,0.0252688172,0.1177419355,0.4543010753,0.4946236559,0.09247311828,36.6,1.25,1.25,100.0,1.25,0.0,24.7,148.8,89.4,4.69,1.56,0.94,3.13,3.44,51.6,28.1,54.5,5.63
Boulaye Dia,sn SEN,"FW,MF",Reims,fr Ligue 1,23.0,1996.0,36,35,2930,32.6,0.03,0.28,0.31,0.05,0.29,0.34,1.78,0.67,37.9,0.16,0.41,15.9,0.0,0.16,-0.01,15.4,19.1,80.5,240.1,36.1,8.44,10.0,84.4,4.82,5.58,86.3,1.35,1.69,80.0,0.95,0.67,0.49,0.03,0.92,17.6,1.47,0.03,0.03,4.63,0.46,0.4,15.2,2.67,1.2,2.02,15.9,0.46,0.0,0.25,0.03,0.12,0.49,0.8,2.24,1.5,0.0,0.34,0.12,0.21,0.06,0.28,0.06,0.0,0.12,0.06,0.03,0.0,0.86,0.52,0.25,0.28,0.34,0.12,0.67,18.2,0.55,12.7,3.19,25.2,1.81,4.91,5.95,0.55,0.09,0.46,0.49,0.95,0.0,30.7,1.07,4.33,14.6,14.8,4.39,0.0348534202,0.1410423453,0.4755700326,0.4820846906,0.1429967427,29.1,1.47,2.39,61.5,1.5,0.03,22.9,120.0,64.0,2.88,0.95,0.89,2.61,2.12,40.5,21.4,52.8,6.47
